Nombre,Composición por 100g de Porción Comestible,Composition per 100g Edible Portion,P. comestible  por 1g,Edible P. per 1g,Energía kcal,kcal energy,Agua g,g water,Alcohol g,Alcohol g,Proteínas g,g proteins,H. de Carbono g,Carbon H. g,Almidón g,Starch g,Azúcares  sencillos g,Simple sugars g,Azúcares libres g,free sugars g,Fibra vegetal g,Vegetable fiber g,Grasa total g,Total fat g,AGS g,AGS g,AGM g,AGM g,AGP g,AGP g,Colesterol mg,Cholesterol mg,Vitamina A (Eq. de Retinol) µg,Vitamin A (Retinol Eq.) µg,Retinol µg,Retinol µg,Carotenoides (Eq. ß-caroteno)  µg,Carotenoids (Eq. ß-carotene) µg,Vit. D µg,Vit. D µg,Vit. E (Eq. a-tocoferol) mg,Vit. E (Eq. a-tocopherol) mg,Vit. K µg,Vit. K µg,Vitamina B1  mg,Vitamin B1 mg,Vitamina B2  mg,Vitamin B2 mg,Equivalentes de Niacina  mg,Niacin mg equivalents,Vit. B6  mg,Vit. B6mg,Eq. Folato dietético  µg,Eq. Dietary folate µg,Vit. B12  µg,Vit. B12 µg,Pantoténico  mg,Pantothenic mg,Biotina  µg,Biotin µg,Vit. C  mg,Vit. Cmg,Calcio  mg,Calcium mg,Fósforo  mg,Phosphorus mg,Hierro  mg,Iron mg,Iodo  µg,Iodine µg,Cinc  mg,Zinc mg,Magnesio  mg,Magnesium mg,Sodio  mg,Sodium mg,Potasio  mg,Potassium mg,Manganeso  mg,Manganese mg,Cobre  mg,Copper mg,Selenio  µg,Selenium µg
10220,Breakfast crereals con base de trigo y frutas,Breakfast crereals with wheat and fruit base,1,1,348,348,6,6,0,0,10,10,65,65,"46,1",46.1,"18,9",18.9,"16,9",16.9,15,15,2,2,"0,3",0.3,"0,24",0.24,"1,4",1.4,0,0,546,546,546,546,0,0,"4,2",4.2,"4,2",4.2,2,2,"1,2",1.2,"1,3",1.3,15,15,"1,7",1.7,333,333,"0,8",0.8,"0,9",0.9,___,___,66,66,40,40,400,400,"11,7",11.7,5,5,"2,5",2.5,120,120,800,800,600,600,"5,3",5.3,"0,35",0.35,29,29
10221,Breakfast crereals con base de trigo y miel,Breakfast crereals with wheat and honey base,1,1,387,387,"3,3",3.3,0,0,7,7,84,84,41,41,43,43,41,41,4,4,"1,7",1.7,"0,4",0.4,"0,18",0.18,"1,1",1.1,0,0,566,566,566,566,0,0,"4,2",4.2,"0,5",0.5,2,2,"1,2",1.2,"1,3",1.3,15,15,"1,7",1.7,167,167,"0,85",0.85,"0,4",0.4,___,___,50,50,267,267,140,140,"7,9",7.9,5,5,"1,5",1.5,40,40,156,156,180,180,"1,4",1.4,"0,2",0.2,"48,6",48.6
10222,Breakfast crereals de trigo integral relleno de pasas,Whole wheat breakfast crereals stuffed with raisins,1,1,358,358,"8,5",8.5,0,0,9,9,"71,5",71.5,"48,3",48.3,"23,3",23.3,"21,3",21.3,9,9,2,2,"0,3",0.3,"0,24",0.24,"1,4",1.4,0,0,546,546,546,546,0,0,"4,2",4.2,"4,2",4.2,2,2,"0,9",0.9,1,1,"11,3",11.3,"1,3",1.3,250,250,"0,6",0.6,"0,9",0.9,___,___,66,66,40,40,400,400,6,6,5,5,"2,5",2.5,120,120,288,288,600,600,"5,3",5.3,"0,35",0.35,29,29
10223,Breakfast crereals rellenos de chocolate,Breakfast crereals filled with chocolate,1,1,436,436,"4,9",4.9,0,0,"7,5",7.5,"66,6",66.6,"34,3",34.3,"32,3",32.3,"27,9",27.9,7,7,14,14,5,5,"3,5",3.5,"5,5",5.5,___,___,0,0,0,0,0,0,___,___,"6,2",6.2,___,___,"0,87",0.87,1,1,11,11,"1,2",1.2,125,125,"0,62",0.62,___,___,___,___,___,___,___,___,___,___,"5,2",5.2,___,___,___,___,___,___,260,260,___,___,___,___,___,___,___,___
10224,Breakfast crereals salvado de trigo completo,Breakfast crereals complete wheat bran,1,1,338,338,6,6,0,0,13,13,48,48,46,46,2,2,0,0,29,29,4,4,"0,87",0.87,"0,59",0.59,"2,4",2.4,0,0,525,525,525,525,0,0,"3,1",3.1,"2,2",2.2,"5,2",5.2,"0,9",0.9,1,1,"11,3",11.3,"1,3",1.3,250,250,"0,65",0.65,"1,7",1.7,___,___,26,26,340,340,950,950,"8,8",8.8,5,5,6,6,240,240,480,480,950,950,"9,1",9.1,"0,44",0.44,"9,4",9.4
10225,Breakfast crereals variados con miel,Breakfast assorted crereals with honey,1,1,379,379,"7,3",7.3,0,0,"5,5",5.5,"80,7",80.7,"52,7",52.7,28,28,"23,6",23.6,"3,4",3.4,3,3,"1,8",1.8,"0,15",0.15,"0,68",0.68,0,0,566,566,566,566,0,0,"4,2",4.2,"0,5",0.5,2,2,"1,2",1.2,"1,4",1.4,"15,3",15.3,"1,7",1.7,170,170,"0,85",0.85,"5,1",5.1,___,___,51,51,267,267,95,95,"11,9",11.9,5,5,"0,85",0.85,"27,5",27.5,294,294,140,140,"0,8",0.8,"0,2",0.2,"25,6",25.6
10226,Breakfast crereals variados integrales con miel,Breakfast various whole grain crereals with honey,1,1,382,382,"4,9",4.9,0,0,8,8,77,77,42,42,35,35,"30,6",30.6,7,7,"3,1",3.1,"0,5",0.5,"0,97",0.97,"1,6",1.6,0,0,283,283,283,283,0,0,"4,2",4.2,1,1,"3,1",3.1,"1,2",1.2,"1,3",1.3,15,15,"1,7",1.7,167,167,"0,85",0.85,"0,8",0.8,___,___,25,25,453,453,240,240,"7,9",7.9,5,5,2,2,70,70,488,488,300,300,"2,7",2.7,"0,3",0.3,"25,8",25.8
10227,Cereales en polvo solubles tipo “Eko”,“Eko” type soluble cereal powders,1,1,343,343,"9,3",9.3,0,0,"5,7",5.7,"73,7",73.7,"68,2",68.2,"5,5",5.5,"4,8",4.8,"10,9",10.9,"0,42",0.42,"0,1",0.1,0,0,"0,3",0.3,0,0,0,0,0,0,0,0,0,0,0,0,___,___,0,0,0,0,0,0,___,___,___,___,0,0,___,___,___,___,0,0,0,0,332,332,"1,9",1.9,0,0,"0,9",0.9,71,71,92,92,0,0,___,___,___,___,0,0
10228,Cereales malteados en polvo,Malted cereal powder,1,1,343,343,"9,3",9.3,0,0,"5,7",5.7,"73,7",73.7,"68,2",68.2,"5,5",5.5,"4,8",4.8,"10,9",10.9,"0,4",0.4,"0,1",0.1,___,___,___,___,0,0,0,0,0,0,0,0,0,0,0,0,___,___,1,1,2,2,15,15,0,0,0,0,0,0,___,___,___,___,0,0,250,250,450,450,2,2,Tr.,Tr.,0,0,100,100,92,92,943,943,___,___,___,___,Tr.,Tr.
10229,Malta,Malta,1,1,365,365,"9,4",9.4,0,0,"11,2",11.2,"73,1",73.1,"72,4",72.4,"0,66",0.66,0,0,"4,2",4.2,"2,1",2.1,"0,32",0.32,"0,24",0.24,"0,81",0.81,0,0,"1,8",1.8,0,0,11,11,0,0,"2,2",2.2,"2,8",2.8,"0,52",0.52,"0,2",0.2,"4,7",4.7,"0,15",0.15,57,57,0,0,"0,68",0.68,___,___,0,0,36,36,349,349,"3,5",3.5,___,___,"3,6",3.6,111,111,17,17,521,521,___,___,"0,66",0.66,"70,7",70.7
10230,Muesli,Muesli,1,1,395,395,11,11,0,0,9,9,61,61,42,42,19,19,"14,6",14.6,8,8,11,11,"2,5",2.5,"3,4",3.4,"1,8",1.8,0,0,164,164,164,164,0,0,"4,3",4.3,"2,9",2.9,"3,1",3.1,"0,8",0.8,"0,6",0.6,"6,8",6.8,"1,7",1.7,201,201,"0,85",0.85,1,1,___,___,51,51,50,50,250,250,"6,6",6.6,5,5,"1,5",1.5,70,70,380,380,400,400,"2,6",2.6,"0,36",0.36,"17,3",17.3
10231,Snacks bajos en calorías de chocolate,Low calorie chocolate snacks,1,1,332,332,28,28,0,0,9,9,50,50,25,25,25,25,"20,6",20.6,3,3,10,10,4,4,___,___,___,___,___,___,0,0,0,0,0,0,___,___,___,___,___,___,1,1,"1,1",1.1,"12,2",12.2,"1,4",1.4,136,136,"0,68",0.68,___,___,___,___,___,___,___,___,___,___,"4,8",4.8,___,___,___,___,___,___,367,367,___,___,___,___,___,___,___,___
10232,Tortita de arroz inflado,Puffed rice pancake,1,1,371,371,"10,3",10.3,0,0,"8,5",8.5,75,75,"74,4",74.4,"0,6",0.6,0,0,"2,7",2.7,"3,5",3.5,"0,7",0.7,"1,2",1.2,"1,6",1.6,___,___,0,0,0,0,0,0,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,600,600,___,___,___,___,___,___,___,___
10233,Tortita de arroz integral,Brown rice pancake,1,1,394,394,"2,9",2.9,0,0,"8,6",8.6,"80,3",80.3,"79,7",79.7,"0,6",0.6,0,0,5,5,"3,2",3.2,"0,6",0.6,"0,9",0.9,"1,1",1.1,"0,2",0.2,"0,17",0.17,0,0,1,1,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,600,600,___,___,___,___,___,___,___,___
10234,Tortita de arroz integral tipo1,Brown rice pancake type 1,1,1,369,369,"8,5",8.5,0,0,"7,5",7.5,"76,5",76.5,"75,9",75.9,"0,6",0.6,0,0,5,5,"2,5",2.5,"0,58",0.58,"0,83",0.83,"0,92",0.92,___,___,"0,17",0.17,0,0,1,1,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,600,600,___,___,___,___,___,___,___,___
10235,Tortita de maíz,Corn pancake,1,1,384,384,"4,2",4.2,0,0,"8,1",8.1,"81,5",81.5,58,58,"23,5",23.5,"20,7",20.7,"1,9",1.9,"2,4",2.4,"0,42",0.42,"0,76",0.76,"0,93",0.93,0,0,70,70,69,69,7,7,___,___,___,___,0,0,"0,25",0.25,"0,05",0.05,"5,2",5.2,"0,14",0.14,19,19,0,0,"0,83",0.83,___,___,0,0,19,19,157,157,"1,4",1.4,___,___,2,2,114,114,488,488,157,157,"1,8",1.8,"0,42",0.42,"9,9",9.9
10301,Colines,Colins,1,1,414,414,"3,9",3.9,0,0,"11,2",11.2,"77,7",77.7,"75,1",75.1,"2,6",2.6,0,0,1,1,"6,2",6.2,"0,6",0.6,___,___,___,___,0,0,0,0,0,0,0,0,0,0,"0,01",0.01,3,3,"0,36",0.36,"0,27",0.27,"6,2",6.2,"0,09",0.09,21,21,0,0,"0,3",0.3,1,1,0,0,114,114,92,92,1,1,7,7,"0,78",0.78,25,25,800,800,160,160,"0,55",0.55,"0,17",0.17,"33,6",33.6
10302,Masa de hojaldre congelada,frozen puff pastry,1,1,544,544,"8,4",8.4,0,0,"7,4",7.4,"41,3",41.3,"39,4",39.4,"1,9",1.9,0,0,"1,5",1.5,"38,5",38.5,"5,5",5.5,"8,3",8.3,"22,2",22.2,1,1,0,0,0,0,0,0,1,1,"2,4",2.4,"14,4",14.4,"0,32",0.32,"0,25",0.25,"5,2",5.2,19,19,47,47,0,0,0,0,___,___,0,0,10,10,60,60,"2,6",2.6,"17,2",17.2,"0,54",0.54,16,16,253,253,62,62,"0,49",0.49,"0,11",0.11,"24,5",24.5
10303,Masa quebrada,Shortcrust pastry,1,1,372,372,"32,8",32.8,0,0,"6,1",6.1,"39,3",39.3,"37,8",37.8,"1,5",1.5,"1,5",1.5,"0,9",0.9,"20,9",20.9,"8,8",8.8,___,___,___,___,114,114,"35,8",35.8,"35,5",35.5,"1,6",1.6,"0,52",0.52,1,1,"17,9",17.9,"0,07",0.07,79,79,"1,6",1.6,64,64,"16,1",16.1,"0,36",0.36,"0,49",0.49,"4,5",4.5,0,0,"22,4",22.4,89,89,"0,85",0.85,"7,2",7.2,"0,7",0.7,"14,6",14.6,460,460,"95,7",95.7,"0,33",0.33,88,88,"3,9",3.9
10304,Pan blanco,White bread,1,1,243,243,"39,6",39.6,0,0,"8,3",8.3,47,47,"42,2",42.2,"4,8",4.8,0,0,"3,5",3.5,"1,6",1.6,"0,39",0.39,"0,28",0.28,"0,34",0.34,0,0,"0,33",0.33,0,0,2,2,0,0,Tr.,Tr.,"1,9",1.9,86,86,"0,06",0.06,3,3,"0,06",0.06,23,23,0,0,"0,3",0.3,1,1,0,0,56,56,91,91,"1,6",1.6,"4,7",4.7,"0,61",0.61,"25,1",25.1,424,424,110,110,"0,5",0.5,"0,19",0.19,28,28
10305,Pan blanco sin sal,White bread without salt,1,1,265,265,"33,5",33.5,0,0,8,8,"53,9",53.9,52,52,"1,9",1.9,0,0,"3,5",3.5,"1,1",1.1,"0,2",0.2,"0,1",0.1,"0,4",0.4,0,0,0,0,0,0,0,0,0,0,"0,18",0.18,"1,9",1.9,"0,09",0.09,"0,05",0.05,"2,6",2.6,"0,12",0.12,23,23,0,0,"0,3",0.3,___,___,0,0,20,20,90,90,"1,7",1.7,5,5,"0,6",0.6,26,26,2,2,100,100,"0,38",0.38,"0,13",0.13,"22,6",22.6
10306,Pan blanco tipo baguette,White baguette bread,1,1,273,273,"31,5",31.5,0,0,8,8,"55,9",55.9,"53,6",53.6,"2,3",23,0,0,"3,5",3.5,"1,2",1.2,"0,2",0.2,"0,1",0.1,"0,4",0.4,0,0,0,0,0,0,0,0,0,0,"0,18",0.18,"1,9",1.9,"0,09",0.09,"0,05",0.05,"3,3",3.3,"0,08",0.08,24,24,0,0,"0,39",0.39,1,1,0,0,23,23,110,110,"1,5",1.5,6,6,"0,7",0.7,28,28,424,424,130,130,"0,5",0.5,"0,16",0.16,28,28
10307,Pan blanco tostado,toasted white bread,1,1,389,389,"6,6",6.6,0,0,"11,5",11.5,"73,4",73.4,"68,2",68.2,"5,2",5.2,0,0,"3,9",3.9,"4,6",4.6,"0,5",0.5,"1,9",1.9,"0,98",0.98,0,0,0,0,0,0,0,0,0,0,"0,01",0.01,3,3,"0,36",0.36,"0,27",0.27,"6,2",6.2,"0,09",0.09,21,21,0,0,"0,3",0.3,1,1,0,0,114,114,92,92,1,1,7,7,"0,78",0.78,25,25,702,702,160,160,"0,55",0.55,"0,17",0.17,"33,6",33.6
10308,Pan blanco tostado sin sal,Toasted white bread without salt,1,1,389,389,"6,6",6.6,0,0,"11,5",11.5,"73,4",73.4,"68,2",68.2,"5,2",5.2,0,0,"5,2",5.2,"3,9",3.9,"0,5",0.5,"1,8",1.8,"0,82",0.82,1,1,0,0,0,0,0,0,0,0,"0,01",0.01,3,3,"0,42",0.42,"0,34",0.34,"5,7",5.7,63,63,26,26,"0,02",0.02,"0,28",0.28,___,___,0,0,119,119,103,103,"3,3",3.3,7,7,"0,68",0.68,26,26,192,192,131,131,"0,42",0.42,"0,14",0.14,"33,6",33.6
10309,Pan de avena,Oat bread,1,1,275,275,"34,7",34.7,0,0,"8,4",8.4,"48,5",48.5,"37,9",37.9,"10,6",10.6,"5,7",5.7,4,4,"4,4",4.4,"0,7",0.7,"1,6",1.6,"1,7",1.7,0,0,2,2,2,2,0,0,___,___,"0,61",0.61,___,___,"0,4",0.4,"0,24",0.24,"3,1",3.1,___,___,___,___,"0,03",0.03,"0,34",0.34,___,___,0,0,43,43,147,147,"3,2",3.2,___,___,1,1,68,68,"23,4",23.4,165,165,___,___,"0,21",0.21,"24,6",24.6
10310,Pan de cebada,barley bread,1,1,248,248,"41,6",41.6,0,0,"6,4",6.4,"43,5",43.5,"37,8",37.8,"5,7",5.7,0,0,4,4,"4,5",4.5,"0,7",0.7,"0,61",0.61,"1,6",1.6,0,0,"0,83",0.83,0,0,5,5,___,___,___,___,___,___,"0,41",0.41,"0,25",0.25,"5,6",5.6,"0,11",0.11,85,85,0,0,___,___,___,___,"0,2",0.2,125,125,129,129,"3,6",3.6,___,___,1,1,41,41,473,473,141,141,___,___,"0,15",0.15,"28,8",28.8
10311,Pan de centeno,Rye bread,1,1,245,245,"39,9",39.9,0,0,"8,5",8.5,"42,5",42.5,"38,7",38.7,"3,9",3.9,0,0,"5,8",5.8,"3,3",3.3,"0,63",0.63,"1,3",1.3,"0,8",0.8,0,0,0,0,0,0,0,0,0,0,"0,33",0.33,"1,2",1.2,"0,43",0.43,"0,34",0.34,"3,8",3.8,75,75,59,59,0,0,"0,44",0.44,___,___,"0,4",0.4,73,73,125,125,"2,8",2.8,___,___,"1,1",1.1,40,40,603,603,166,166,"0,82",0.82,"0,19",0.19,"30,9",30.9
10312,Pan de molde,sliced ​​bread,1,1,350,350,"37,1",37.1,0,0,"9,3",9.3,"46,9",46.9,"42,5",42.5,"4,4",4.4,0,0,"1,5",1.5,"13,6",13.6,___,___,___,___,___,___,0,0,0,0,0,0,0,0,0,0,Tr.,Tr.,3,3,"0,2",0.2,"0,05",0.05,"3,1",3.1,"0,07",0.07,"38,3",38.3,0,0,"0,3",0.3,1,1,0,0,91,91,79,79,"2,3",23,"4,7",4.7,"0,5",0.5,"21,9",21.9,512,512,129,129,"0,4",0.4,"0,13",0.13,28,28
10313,Pan de molde integral,Whole wheat bread,1,1,239,239,41,41,0,0,10,10,40,40,"36,5",36.5,"3,5",3.5,0,0,6,6,3,3,"0,7",0.7,"1,4",1.4,"0,8",0.8,0,0,0,0,0,0,___,___,0,0,"0,66",0.66,3,3,"0,35",0.35,"0,33",0.33,"6,7",6.7,"0,32",0.32,37,37,"0,08",0.08,"0,36",0.36,___,___,"0,3",0.3,99,99,191,191,"3,8",3.8,5,5,"1,4",1.4,58,58,516,516,222,222,"1,6",1.6,"0,27",0.27,"32,1",32.1
10314,Pan de pasas,raisin bread,1,1,269,269,"36,3",36.3,0,0,"8,3",8.3,"49,6",49.6,"38,6",38.6,11,11,"4,1",4.1,"2,8",2.8,3,3,"0,63",0.63,"0,54",0.54,"1,4",1.4,0,0,0,0,0,0,0,0,"0,68",0.68,"0,21",0.21,"0,5",0.5,"0,49",0.49,"0,23",0.23,"4,4",4.4,96,96,154,154,0,0,___,___,___,___,"0,2",0.2,135,135,98,98,"3,4",3.4,___,___,"0,69",0.69,24,24,442,442,188,188,___,___,"0,12",0.12,"19,9",19.9
10315,Pan de perrito,dog bread,1,1,271,271,"36,2",36.2,0,0,"7,5",7.5,"47,5",47.5,"45,2",45.2,"2,3",23,0,0,"4,1",4.1,"4,7",4.7,1,1,"1,4",1.4,"1,3",1.3,0,0,"0,01",0.01,"0,01",0.01,0,0,0,0,"0,26",0.26,3,3,"0,32",0.32,"0,14",0.14,"2,5",2.5,"0,1",0.1,26,26,"0,91",0.91,"0,3",0.3,1,1,0,0,211,211,150,150,"2,3",23,"2,6",2.6,"1,8",1.8,34,34,494,494,110,110,"0,5",0.5,"0,13",0.13,28,28
10316,Pan de pita,pita bread,1,1,274,274,"31,8",31.8,0,0,"9,1",9.1,"55,7",55.7,"54,4",54.4,"1,3",1.3,0,0,"2,2",2.2,"1,2",1.2,"0,17",0.17,"0,11",0.11,"0,54",0.54,0,0,"8,3",8.3,___,___,50,50,0,0,74,74,___,___,"0,11",0.11,"0,08",0.08,"2,6",2.6,"0,05",0.05,21,21,0,0,___,___,___,___,0,0,"52,7",52.7,153,153,1,1,10,10,1,1,"18,1",18.1,530,530,134,134,___,___,___,___,___,___
10317,Pan de trigo y centeno,Wheat and rye bread,1,1,243,243,"37,8",37.8,0,0,"6,7",6.7,49,49,46,46,3,3,0,0,"5,5",5.5,1,1,"0,13",0.13,"0,1",0.1,"0,47",0.47,"30,7",30.7,0,0,0,0,0,0,0,0,"1,2",1.2,___,___,"0,18",0.18,"0,11",0.11,"1,2",1.2,"0,22",0.22,16,16,0,0,___,___,___,___,0,0,26,26,114,114,"2,4",2.4,"9,3",9.3,"0,9",0.9,33,33,464,464,130,130,___,___,___,___,___,___
10318,Pan de Viena,Vienna bread,1,1,268,268,"34,9",34.9,0,0,"10,8",10.8,"49,7",49.7,"45,1",45.1,"4,6",4.6,0,0,"2,2",2.2,"2,4",2.4,"0,53",0.53,"0,36",0.36,"0,86",0.86,0,0,0,0,0,0,0,0,0,0,"0,28",0.28,"0,7",0.7,"0,71",0.71,"0,43",0.43,"4,8",4.8,"0,11",0.11,123,123,0,0,___,___,___,___,0,0,52,52,105,105,"3,9",3.9,___,___,1,1,32,32,602,602,117,117,___,___,"0,15",0.15,"28,6",28.6
10319,Pan fajitas,fajita bread,1,1,315,315,"26,6",26.6,0,0,"8,6",8.6,53,53,"51,5",51.5,"1,5",1.5,0,0,"5,4",5.4,"6,4",6.4,"3,1",3.1,___,___,___,___,0,0,0,0,0,0,0,0,0,0,Tr.,Tr.,"1,9",1.9,86,86,"0,06",0.06,3,3,"0,06",0.06,23,23,0,0,"0,3",0.3,1,1,0,0,56,56,91,91,"1,6",1.6,"4,7",4.7,"0,61",0.61,"25,1",25.1,500,500,110,110,"0,5",0.5,"0,19",0.19,28,28
10320,Pan integral,Whole wheat bread,1,1,259,259,"36,1",36.1,0,0,"10,9",10.9,44,44,"39,5",39.5,"4,5",4.5,0,0,6,6,3,3,"0,54",0.54,"0,41",0.41,"1,2",1.2,0,0,0,0,0,0,0,0,0,0,"0,18",0.18,"3,4",3.4,"0,34",0.34,"0,09",0.09,"5,5",5.5,"0,12",0.12,39,39,0,0,"0,65",0.65,"3,5",3.5,0,0,54,54,200,200,"2,7",2.7,1,1,"1,8",1.8,76,76,361,361,230,230,"1,9",1.9,"0,25",0.25,35,35
10321,Pan integral tostado,Toasted whole wheat bread,1,1,385,385,7,7,0,0,13,13,62,62,58,58,4,4,0,0,11,11,7,7,___,___,___,___,___,___,0,0,"0,33",0.33,0,0,2,2,0,0,"0,2",0.2,3,3,"0,34",0.34,"0,1",0.1,7,7,"0,14",0.14,46,46,0,0,"0,7",0.7,7,7,0,0,63,63,230,230,"3,2",3.2,Tr.,Tr.,"2,1",2.1,89,89,538,538,270,270,"2,2",2.2,"0,3",0.3,41,41
10322,Pan sin gluten,gluten free bread,1,1,242,242,"43,9",43.9,0,0,"4,3",4.3,"42,3",42.3,"38,7",38.7,"3,5",3.5,0,0,"4,3",4.3,"5,2",5.2,"0,98",0.98,2,2,"0,52",0.52,0,0,0,0,0,0,0,0,0,0,"0,6",0.6,"0,3",0.3,"0,38",0.38,"0,51",0.51,"2,8",2.8,73,73,36,36,0,0,___,___,___,___,0,0,138,138,51,51,"2,6",2.6,___,___,"0,48",0.48,12,12,447,447,75,75,___,___,75,75,"0,4",0.4
10323,Pan tipo hamburguesa,Hamburger bread,1,1,271,271,"36,2",36.2,0,0,"7,5",7.5,"47,5",47.5,"45,2",45.2,"2,3",23,0,0,"4,1",4.1,"4,7",4.7,1,1,"1,4",1.4,"1,3",1.3,0,0,"0,01",0.01,"0,01",0.01,0,0,0,0,"0,26",0.26,3,3,"0,32",0.32,"0,14",0.14,"2,5",2.5,"0,1",0.1,26,26,"0,91",0.91,"0,3",0.3,1,1,0,0,211,211,150,150,"2,3",23,"2,6",2.6,"1,8",1.8,34,34,400,400,110,110,"0,5",0.5,"0,13",0.13,28,28
10324,Pan tipo picatoste con omega 3,Crouton bread with omega 3,1,1,524,524,"5,2",5.2,0,0,"10,2",10.2,"46,9",46.9,"46,3",46.3,"0,6",0.6,0,0,"6,2",6.2,"31,5",31.5,"4,4",4.4,21,21,"6,1",6.1,___,___,0,0,0,0,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,700,700,___,___,___,___,___,___,___,___
10325,Panecillos hechos con aceite de oliva,Rolls made with olive oil,1,1,305,305,"27,7",27.7,0,0,8,8,"56,6",56.6,"49,9",49.9,"2,1",2.1,0,0,"3,2",3.2,"4,5",4.5,"0,75",0.75,"3,2",3.2,"0,47",0.47,0,0,___,___,___,___,0,0,___,___,___,___,___,___,"0,23",0.23,"0,1",0.1,"3,4",3.4,"0,06",0.06,48,48,0,0,___,___,___,___,0,0,130,130,"78,2",78.2,"2,3",23,19,19,"0,7",0.7,31,31,550,550,110,110,___,___,___,___,28,28
10326,Picatostes,Croutons,1,1,371,371,"7,9",7.9,0,0,11,11,"75,6",75.6,"71,6",71.6,4,4,0,0,"3,5",3.5,2,2,"0,4",0.4,___,___,___,___,___,___,0,0,0,0,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,448,448,___,___,___,___,___,___,___,___
10401,Cuscús,Couscous,1,1,377,377,"4,2",4.2,0,0,"12,8",12.8,"77,4",77.4,"77,4",77.4,0,0,0,0,5,5,"0,64",0.64,"0,12",0.12,89,89,"0,25",0.25,0,0,0,0,0,0,0,0,0,0,___,___,___,___,"0,16",0.16,78,78,"3,5",3.5,"0,11",0.11,20,20,0,0,___,___,___,___,0,0,24,24,170,170,"1,1",1.1,___,___,"0,83",0.83,44,44,10,10,166,166,___,___,___,___,___,___
10402,Pasta,Paste,1,1,359,359,"9,7",9.7,0,0,"12,8",12.8,"70,9",70.9,"68,3",68.3,"2,6",2.6,0,0,5,5,"1,6",1.6,"0,23",0.23,"0,19",0.19,"0,65",0.65,0,0,0,0,0,0,0,0,0,0,"0,13",0.13,"0,5",0.5,"0,09",0.09,"0,06",0.06,"4,4",4.4,"0,11",0.11,18,18,0,0,"0,43",0.43,___,___,0,0,24,24,150,150,"1,8",1.8,10,10,"1,2",1.2,48,48,7,7,236,236,"0,69",0.69,"0,25",0.25,"62,2",62.2
10403,Pasta al huevo,Egg pasta,1,1,374,374,"9,3",9.3,0,0,"12,4",12.4,"69,9",69.9,"64,5",64.5,"1,9",1.9,0,0,"3,4",3.4,"4,2",4.2,"0,9",0.9,"1,5",1.5,"0,4",0.4,30,30,63,63,63,63,0,0,"0,13",0.13,"0,21",0.21,"0,5",0.5,"0,17",0.17,73,73,"3,4",3.4,"0,06",0.06,22,22,"0,2",0.2,"0,3",0.3,1,1,0,0,23,23,153,153,3,3,___,___,"1,3",1.3,42,42,17,17,219,219,"0,64",0.64,"0,2",0.2,20,20
10404,Pasta de colores,colored paste,1,1,352,352,"10,1",10.1,0,0,"13,1",13.1,"70,6",70.6,"68,4",68.4,"3,8",3.8,0,0,"4,3",4.3,1,1,"0,15",0.15,"0,12",0.12,"0,43",0.43,0,0,8,8,0,0,48,48,0,0,"0,1",0.1,"0,5",0.5,1,1,"0,53",0.53,"10,1",10.1,"0,13",0.13,17,17,0,0,"0,75",0.75,___,___,0,0,34,34,116,116,"4,3",4.3,10,10,"0,76",0.76,46,46,43,43,285,285,"3,8",3.8,"0,2",0.2,"62,2",62.2
10405,Pasta fresca cocida,Cooked fresh pasta,1,1,130,130,"68,6",68.6,0,0,"5,2",5.2,"24,9",24.9,"24,9",24.9,0,0,0,0,___,___,"1,1",1.1,"0,15",0.15,"0,12",0.12,"0,43",0.43,33,33,6,6,6,6,0,0,___,___,___,___,___,___,"0,21",0.21,"0,15",0.15,"0,99",0.99,34,34,64,64,0,0,"0,19",0.19,___,___,0,0,6,6,63,63,"1,1",1.1,___,___,"0,56",0.56,18,18,6,6,24,24,___,___,93,93,___,___
10406,Pasta integral,Whole wheat pasta,1,1,352,352,"10,7",10.7,0,0,"13,1",13.1,"63,7",63.7,"61,4",61.4,"2,3",23,0,0,"9,3",9.3,"2,9",2.9,"0,41",0.41,"0,3",0.3,"1,3",1.3,0,0,0,0,0,0,0,0,0,0,"0,25",0.25,___,___,"0,67",0.67,"0,11",0.11,"2,3",23,43,43,0,0,53,53,___,___,___,___,0,0,34,34,370,370,4,4,"1,9",1.9,"0,8",0.8,91,91,5,5,490,490,___,___,___,___,"1,9",1.9
