Area,Item,Unit,Value,Sentence
Algeria,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",t,14875.81,"The production of Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw in Algeria is 14875.81 t per year"
Algeria,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",t,486636.17,"The production of Chillies and peppers, green (Capsicum spp. and Pimenta spp.) in Algeria is 486636.17 t per year"
Algeria,"Cotton lint, ginned",t,29.0,"The production of Cotton lint, ginned in Algeria is 29.0 t per year"
Algeria,Cotton seed,t,53.85,The production of Cotton seed in Algeria is 53.85 t per year
Algeria,Cucumbers and gherkins,t,190924.98,The production of Cucumbers and gherkins in Algeria is 190924.98 t per year
Algeria,Dates,t,1247403.75,The production of Dates in Algeria is 1247403.75 t per year
Algeria,"Edible offal of cattle, fresh, chilled or frozen",t,22217.41,"The production of Edible offal of cattle, fresh, chilled or frozen in Algeria is 22217.41 t per year"
Algeria,"Edible offal of goat, fresh, chilled or frozen",t,3848.77,"The production of Edible offal of goat, fresh, chilled or frozen in Algeria is 3848.77 t per year"
Algeria,"Edible offal of pigs, fresh, chilled or frozen",t,10.95,"The production of Edible offal of pigs, fresh, chilled or frozen in Algeria is 10.95 t per year"
Algeria,"Edible offal of sheep, fresh, chilled or frozen",t,43645.12,"The production of Edible offal of sheep, fresh, chilled or frozen in Algeria is 43645.12 t per year"
Algeria,"Edible offals of camels and other camelids, fresh, chilled or frozen",t,1035.78,"The production of Edible offals of camels and other camelids, fresh, chilled or frozen in Algeria is 1035.78 t per year"
Algeria,"Edible offals of horses and other equines,  fresh, chilled or frozen",t,34.25,"The production of Edible offals of horses and other equines,  fresh, chilled or frozen in Algeria is 34.25 t per year"
Algeria,Eggplants (aubergines),t,207548.83,The production of Eggplants (aubergines) in Algeria is 207548.83 t per year
Algeria,Fat of camels,t,210.99,The production of Fat of camels in Algeria is 210.99 t per year
Algeria,Fat of pigs,t,21.25,The production of Fat of pigs in Algeria is 21.25 t per year
Algeria,Figs,t,112266.9,The production of Figs in Algeria is 112266.9 t per year
Algeria,"Goat fat, unrendered",t,577.32,"The production of Goat fat, unrendered in Algeria is 577.32 t per year"
Algeria,Grapes,t,627325.49,The production of Grapes in Algeria is 627325.49 t per year
Algeria,Green garlic,t,202059.51,The production of Green garlic in Algeria is 202059.51 t per year
Algeria,Groundnut oil,t,29531.01,The production of Groundnut oil in Algeria is 29531.01 t per year
Algeria,"Groundnuts, excluding shelled",t,18154.95,"The production of Groundnuts, excluding shelled in Algeria is 18154.95 t per year"
Algeria,"Hen eggs in shell, fresh",t,311930.12,"The production of Hen eggs in shell, fresh in Algeria is 311930.12 t per year"
Algeria,"Hen eggs in shell, fresh",1000 No,6238602.0,"The production of Hen eggs in shell, fresh in Algeria is 6238602.0 1000 No per year"
Algeria,"Horse meat, fresh or chilled",t,305.79,"The production of Horse meat, fresh or chilled in Algeria is 305.79 t per year"
Algeria,Lemons and limes,t,86014.54,The production of Lemons and limes in Algeria is 86014.54 t per year
Algeria,"Lentils, dry",t,5078.79,"The production of Lentils, dry in Algeria is 5078.79 t per year"
Algeria,Locust beans (carobs),t,3380.16,The production of Locust beans (carobs) in Algeria is 3380.16 t per year
Algeria,Maize (corn),t,11371.32,The production of Maize (corn) in Algeria is 11371.32 t per year
Algeria,Margarine and shortening,t,3179.11,The production of Margarine and shortening in Algeria is 3179.11 t per year
Algeria,"Meat of camels, fresh or chilled",t,7097.02,"The production of Meat of camels, fresh or chilled in Algeria is 7097.02 t per year"
Algeria,"Meat of cattle with the bone, fresh or chilled",t,148116.09,"The production of Meat of cattle with the bone, fresh or chilled in Algeria is 148116.09 t per year"
Algeria,"Meat of chickens, fresh or chilled",t,274862.81,"The production of Meat of chickens, fresh or chilled in Algeria is 274862.81 t per year"
Algeria,"Meat of goat, fresh or chilled",t,19243.84,"The production of Meat of goat, fresh or chilled in Algeria is 19243.84 t per year"
Algeria,"Meat of pig with the bone, fresh or chilled",t,107.9,"The production of Meat of pig with the bone, fresh or chilled in Algeria is 107.9 t per year"
Algeria,"Meat of rabbits and hares, fresh or chilled",t,8353.41,"The production of Meat of rabbits and hares, fresh or chilled in Algeria is 8353.41 t per year"
Algeria,"Meat of sheep, fresh or chilled",t,344937.26,"The production of Meat of sheep, fresh or chilled in Algeria is 344937.26 t per year"
Algeria,"Meat of turkeys, fresh or chilled",t,520.93,"The production of Meat of turkeys, fresh or chilled in Algeria is 520.93 t per year"
Algeria,Molasses,t,0.0,The production of Molasses in Algeria is 0.0 t per year
Algeria,Mushrooms and truffles,t,1584.35,The production of Mushrooms and truffles in Algeria is 1584.35 t per year
Algeria,Natural honey,t,5617.25,The production of Natural honey in Algeria is 5617.25 t per year
Algeria,Oats,t,105000.0,The production of Oats in Algeria is 105000.0 t per year
Algeria,Olive oil,t,71000.0,The production of Olive oil in Algeria is 71000.0 t per year
Algeria,Olives,t,822973.59,The production of Olives in Algeria is 822973.59 t per year
Algeria,"Onions and shallots, dry (excluding dehydrated)",t,1763117.95,"The production of Onions and shallots, dry (excluding dehydrated) in Algeria is 1763117.95 t per year"
Algeria,"Onions and shallots, green",t,352.15,"The production of Onions and shallots, green in Algeria is 352.15 t per year"
Algeria,Oranges,t,1209559.96,The production of Oranges in Algeria is 1209559.96 t per year
Algeria,"Other beans, green",t,91309.43,"The production of Other beans, green in Algeria is 91309.43 t per year"
Algeria,"Other citrus fruit, n.e.c.",t,602.22,"The production of Other citrus fruit, n.e.c. in Algeria is 602.22 t per year"
Algeria,"Other fruits, n.e.c.",t,121346.3,"The production of Other fruits, n.e.c. in Algeria is 121346.3 t per year"
Algeria,Other pulses n.e.c.,t,1020.25,The production of Other pulses n.e.c. in Algeria is 1020.25 t per year
Algeria,Other stone fruits,t,29628.93,The production of Other stone fruits in Algeria is 29628.93 t per year
Algeria,"Other tropical fruits, n.e.c.",t,0.0,"The production of Other tropical fruits, n.e.c. in Algeria is 0.0 t per year"
Algeria,"Other vegetables, fresh n.e.c.",t,1544193.24,"The production of Other vegetables, fresh n.e.c. in Algeria is 1544193.24 t per year"
Algeria,Peaches and nectarines,t,191333.77,The production of Peaches and nectarines in Algeria is 191333.77 t per year
Algeria,Pears,t,163949.16,The production of Pears in Algeria is 163949.16 t per year
Algeria,"Peas, dry",t,9499.32,"The production of Peas, dry in Algeria is 9499.32 t per year"
Algeria,"Peas, green",t,203263.15,"The production of Peas, green in Algeria is 203263.15 t per year"
Algeria,Plums and sloes,t,99048.09,The production of Plums and sloes in Algeria is 99048.09 t per year
Algeria,Pomelos and grapefruits,t,1752.45,The production of Pomelos and grapefruits in Algeria is 1752.45 t per year
Algeria,Potatoes,t,4299816.54,The production of Potatoes in Algeria is 4299816.54 t per year
Algeria,"Pumpkins, squash and gourds",t,400490.25,"The production of Pumpkins, squash and gourds in Algeria is 400490.25 t per year"
Algeria,Quinces,t,8021.23,The production of Quinces in Algeria is 8021.23 t per year
Algeria,Rape or colza seed,t,23155.48,The production of Rape or colza seed in Algeria is 23155.48 t per year
Algeria,"Rapeseed or canola oil, crude",t,7589.03,"The production of Rapeseed or canola oil, crude in Algeria is 7589.03 t per year"
Algeria,Raw cane or beet sugar (centrifugal only),t,0.0,The production of Raw cane or beet sugar (centrifugal only) in Algeria is 0.0 t per year
Algeria,Raw hides and skins of cattle,t,17944.83,The production of Raw hides and skins of cattle in Algeria is 17944.83 t per year
Algeria,Raw hides and skins of goats or kids,t,3848.77,The production of Raw hides and skins of goats or kids in Algeria is 3848.77 t per year
Algeria,Raw hides and skins of sheep or lambs,t,54204.43,The production of Raw hides and skins of sheep or lambs in Algeria is 54204.43 t per year
Algeria,Raw milk of camel,t,15518.05,The production of Raw milk of camel in Algeria is 15518.05 t per year
Algeria,Raw milk of cattle,t,2433986.67,The production of Raw milk of cattle in Algeria is 2433986.67 t per year
Algeria,Raw milk of goats,t,324463.67,The production of Raw milk of goats in Algeria is 324463.67 t per year
Algeria,Raw milk of sheep,t,547145.33,The production of Raw milk of sheep in Algeria is 547145.33 t per year
Algeria,Rice,t,307.49,The production of Rice in Algeria is 307.49 t per year
Algeria,"Safflower-seed oil, crude",t,0.0,"The production of Safflower-seed oil, crude in Algeria is 0.0 t per year"
Algeria,"Seed cotton, unginned",t,83.0,"The production of Seed cotton, unginned in Algeria is 83.0 t per year"
Algeria,"Sheep fat, unrendered",t,8447.44,"The production of Sheep fat, unrendered in Algeria is 8447.44 t per year"
Algeria,"Shorn wool, greasy, including fleece-washed shorn wool",t,33949.72,"The production of Shorn wool, greasy, including fleece-washed shorn wool in Algeria is 33949.72 t per year"
Algeria,Skim milk of cows,t,94806.56,The production of Skim milk of cows in Algeria is 94806.56 t per year
Algeria,Sorghum,t,965.04,The production of Sorghum in Algeria is 965.04 t per year
Algeria,Soya bean oil,t,175300.0,The production of Soya bean oil in Algeria is 175300.0 t per year
Algeria,Strawberries,t,0.0,The production of Strawberries in Algeria is 0.0 t per year
Algeria,Sugar beet,t,0.0,The production of Sugar beet in Algeria is 0.0 t per year
Algeria,Sunflower seed,t,86.31,The production of Sunflower seed in Algeria is 86.31 t per year
Algeria,"Sunflower-seed oil, crude",t,3600.0,"The production of Sunflower-seed oil, crude in Algeria is 3600.0 t per year"
Algeria,"Tangerines, mandarins, clementines",t,295233.99,"The production of Tangerines, mandarins, clementines in Algeria is 295233.99 t per year"
Algeria,Tomatoes,t,1661664.37,The production of Tomatoes in Algeria is 1661664.37 t per year
Algeria,Triticale,t,560.06,The production of Triticale in Algeria is 560.06 t per year
Algeria,Unmanufactured tobacco,t,10256.19,The production of Unmanufactured tobacco in Algeria is 10256.19 t per year
Algeria,Vetches,t,77.88,The production of Vetches in Algeria is 77.88 t per year
Algeria,Watermelons,t,2022891.72,The production of Watermelons in Algeria is 2022891.72 t per year
Algeria,Wheat,t,3000000.0,The production of Wheat in Algeria is 3000000.0 t per year
Algeria,Wine,t,19251.34,The production of Wine in Algeria is 19251.34 t per year
Algeria,"Beef and Buffalo Meat, primary",t,148116.09,"The production of Beef and Buffalo Meat, primary in Algeria is 148116.09 t per year"
Algeria,Butter and Ghee,t,4491.0,The production of Butter and Ghee in Algeria is 4491.0 t per year
Algeria,"Cereals, primary",t,4718203.91,"The production of Cereals, primary in Algeria is 4718203.91 t per year"
Algeria,Cheese (All Kinds),t,2610.0,The production of Cheese (All Kinds) in Algeria is 2610.0 t per year
Algeria,"Citrus Fruit, Total",t,1593163.16,"The production of Citrus Fruit, Total in Algeria is 1593163.16 t per year"
Algeria,Eggs Primary,t,311930.12,The production of Eggs Primary in Algeria is 311930.12 t per year
Algeria,"Fibre Crops, Fibre Equivalent",t,29.05,"The production of Fibre Crops, Fibre Equivalent in Algeria is 29.05 t per year"
Algeria,Fruit Primary,t,6974922.79,The production of Fruit Primary in Algeria is 6974922.79 t per year
Algeria,"Meat, Poultry",t,275383.73,"The production of Meat, Poultry in Algeria is 275383.73 t per year"
Algeria,"Meat, Total",t,803545.04,"The production of Meat, Total in Algeria is 803545.04 t per year"
Algeria,"Milk, Total",t,3321113.71,"The production of Milk, Total in Algeria is 3321113.71 t per year"
Algeria,"Oilcrops, Cake Equivalent",t,20859.0,"The production of Oilcrops, Cake Equivalent in Algeria is 20859.0 t per year"
Algeria,"Oilcrops, Oil Equivalent",t,195343.51,"The production of Oilcrops, Oil Equivalent in Algeria is 195343.51 t per year"
Algeria,"Pulses, Total",t,101310.57,"The production of Pulses, Total in Algeria is 101310.57 t per year"
Algeria,"Roots and Tubers, Total",t,4299816.54,"The production of Roots and Tubers, Total in Algeria is 4299816.54 t per year"
Algeria,Sheep and Goat Meat,t,364181.1,The production of Sheep and Goat Meat in Algeria is 364181.1 t per year
Algeria,"Skim Milk & Buttermilk, Dry",t,944.0,"The production of Skim Milk & Buttermilk, Dry in Algeria is 944.0 t per year"
Algeria,Sugar Crops Primary,t,0.0,The production of Sugar Crops Primary in Algeria is 0.0 t per year
Algeria,"Treenuts, Total",t,62988.46,"The production of Treenuts, Total in Algeria is 62988.46 t per year"
Algeria,Vegetables Primary,t,7999714.02,The production of Vegetables Primary in Algeria is 7999714.02 t per year
Angola,Avocados,t,55119.0,The production of Avocados in Angola is 55119.0 t per year
Angola,Bananas,t,4589099.0,The production of Bananas in Angola is 4589099.0 t per year
Angola,"Beans, dry",t,358209.0,"The production of Beans, dry in Angola is 358209.0 t per year"
Angola,"Beer of barley, malted",t,1100000.0,"The production of Beer of barley, malted in Angola is 1100000.0 t per year"
Angola,Beeswax,t,2317.98,The production of Beeswax in Angola is 2317.98 t per year
Angola,Butter of cow milk,t,561.09,The production of Butter of cow milk in Angola is 561.09 t per year
Angola,"Buttermilk, dry",t,122.59,"The production of Buttermilk, dry in Angola is 122.59 t per year"
Angola,Cabbages,t,274232.0,The production of Cabbages in Angola is 274232.0 t per year
Angola,Carrots and turnips,t,154188.0,The production of Carrots and turnips in Angola is 154188.0 t per year
Angola,"Cashew nuts, in shell",t,2110.19,"The production of Cashew nuts, in shell in Angola is 2110.19 t per year"
Angola,"Cassava, fresh",t,10547506.0,"The production of Cassava, fresh in Angola is 10547506.0 t per year"
Angola,Castor oil seeds,t,4194.58,The production of Castor oil seeds in Angola is 4194.58 t per year
